,class,length,Diam,height,whole,shu,Vis,shell,rings
1170,1,0.665,0.525,0.175,1.443,0.6635,0.3845,0.353,11
1171,1,0.665,0.505,0.16,1.289,0.6145,0.253,0.3665,11
1172,0,0.665,0.505,0.16,1.2915,0.631,0.2925,0.32,11
1173,1,0.665,0.52,0.175,1.3725,0.606,0.32,0.395,12
1174,1,0.665,0.5,0.175,1.2975,0.6075,0.314,0.315,9
1175,1,0.67,0.505,0.16,1.2585,0.6255,0.311,0.308,12
1176,1,0.67,0.52,0.165,1.39,0.711,0.2865,0.3,11
1177,0,0.67,0.52,0.19,1.32,0.5235,0.3095,0.4275,13
1178,0,0.67,0.55,0.155,1.566,0.858,0.339,0.354,10
1179,0,0.67,0.54,0.195,1.619,0.74,0.3305,0.465,11
1180,1,0.675,0.525,0.16,1.2835,0.572,0.2755,0.3545,13
1181,0,0.675,0.51,0.195,1.382,0.6045,0.3175,0.3965,10
1182,1,0.68,0.52,0.195,1.4535,0.592,0.391,0.4125,10
1183,0,0.68,0.51,0.2,1.6075,0.714,0.339,0.4705,11
1184,1,0.685,0.52,0.15,1.3735,0.7185,0.293,0.32,11
1185,0,0.685,0.565,0.175,1.638,0.7775,0.375,0.438,11
1186,0,0.69,0.55,0.2,1.569,0.687,0.3675,0.46,12
1187,1,0.7,0.565,0.175,1.8565,0.8445,0.3935,0.54,10
1188,0,0.7,0.535,0.175,1.773,0.6805,0.48,0.512,15
1189,0,0.705,0.545,0.17,1.58,0.6435,0.4565,0.265,11
1190,1,0.71,0.575,0.215,2.009,0.9895,0.4475,0.502,11
1191,0,0.71,0.57,0.195,1.9805,0.9925,0.4925,0.48,12
1192,0,0.71,0.54,0.205,1.5805,0.802,0.287,0.435,10
1193,1,0.71,0.56,0.22,2.015,0.9215,0.454,0.566,11
1194,1,0.72,0.57,0.2,1.8275,0.919,0.366,0.485,10
1195,1,0.72,0.55,0.205,2.125,1.1455,0.4425,0.511,13
1196,0,0.72,0.525,0.18,1.445,0.631,0.3215,0.435,7
1197,0,0.725,0.565,0.21,2.1425,1.03,0.487,0.503,14
1198,0,0.73,0.56,0.19,1.9425,0.799,0.5195,0.5655,11
1199,1,0.735,0.59,0.215,1.747,0.7275,0.403,0.557,11
1200,0,0.74,0.565,0.205,2.119,0.9655,0.5185,0.482,12
1201,0,0.75,0.565,0.215,1.938,0.7735,0.4825,0.575,11
1202,1,0.75,0.595,0.205,2.2205,1.083,0.421,0.63,12
1203,1,0.77,0.62,0.195,2.5155,1.1155,0.6415,0.642,12
1204,1,0.775,0.63,0.25,2.7795,1.3485,0.76,0.578,12
1205,0,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,7
1206,1,0.39,0.28,0.125,0.564,0.3035,0.0955,0.143,7
1207,1,0.445,0.32,0.12,0.414,0.199,0.09,0.117,7
1208,1,0.465,0.36,0.115,0.5795,0.295,0.1395,0.12,7
1209,1,0.485,0.37,0.155,0.968,0.419,0.2455,0.2365,9
1210,0,0.49,0.355,0.16,0.8795,0.3485,0.215,0.2825,8
1211,1,0.5,0.37,0.15,1.0615,0.494,0.223,0.296,9
1212,1,0.515,0.35,0.155,0.9225,0.4185,0.198,0.273,9
1213,1,0.515,0.395,0.135,1.007,0.472,0.2495,0.252,8
1214,1,0.525,0.365,0.17,0.9605,0.438,0.2225,0.276,10
1215,1,0.525,0.38,0.125,0.65,0.303,0.155,0.159,7
1216,1,0.53,0.41,0.14,0.7545,0.3495,0.1715,0.2105,8
1217,0,0.535,0.425,0.135,0.771,0.3765,0.1815,0.1795,8
1218,0,0.545,0.415,0.2,1.358,0.567,0.318,0.403,10
1219,0,0.545,0.385,0.15,1.1185,0.5425,0.2445,0.2845,9
1220,0,0.55,0.38,0.165,1.205,0.543,0.294,0.3345,10
1221,1,0.55,0.42,0.16,1.3405,0.6325,0.311,0.344,10
1222,1,0.57,0.455,0.175,1.02,0.4805,0.2145,0.29,9
1223,1,0.575,0.44,0.185,1.025,0.5075,0.2245,0.2485,10
1224,0,0.58,0.43,0.17,1.48,0.6535,0.324,0.4155,10
1225,1,0.585,0.455,0.145,0.953,0.3945,0.2685,0.258,10
1226,1,0.6,0.495,0.175,1.3005,0.6195,0.284,0.3285,11
1227,1,0.6,0.465,0.165,1.038,0.4975,0.2205,0.251,9
1228,1,0.605,0.475,0.175,1.2525,0.5575,0.3055,0.343,9
1229,1,0.605,0.475,0.15,1.15,0.575,0.232,0.297,10
1230,0,0.61,0.475,0.15,1.1135,0.5195,0.2575,0.3005,11
1231,0,0.615,0.455,0.145,1.1155,0.5045,0.238,0.315,10
1232,1,0.62,0.47,0.145,1.0865,0.511,0.2715,0.2565,10
1233,1,0.625,0.495,0.175,1.254,0.5815,0.286,0.3185,9
1234,1,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,11
1235,1,0.635,0.495,0.195,1.172,0.445,0.3115,0.3475,11
1236,0,0.635,0.475,0.15,1.1845,0.533,0.307,0.291,10
1237,0,0.64,0.475,0.14,1.0725,0.4895,0.2295,0.31,8
1238,1,0.645,0.5,0.16,1.3815,0.672,0.326,0.315,9
1239,1,0.65,0.525,0.19,1.6125,0.777,0.3685,0.3965,11
1240,1,0.65,0.485,0.16,1.7395,0.5715,0.2785,0.3075,10
1241,0,0.655,0.52,0.2,1.5475,0.713,0.314,0.466,9
1242,1,0.655,0.545,0.19,1.4245,0.6325,0.333,0.378,10
1243,0,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,11
1244,0,0.675,0.53,0.175,1.4465,0.6775,0.33,0.389,10
1245,0,0.685,0.535,0.175,1.5845,0.7175,0.3775,0.4215,9
1246,0,0.695,0.55,0.185,1.679,0.805,0.4015,0.3965,10
1247,1,0.695,0.53,0.19,1.726,0.7625,0.436,0.455,11
1248,0,0.705,0.545,0.18,1.5395,0.6075,0.3675,0.4645,13
1249,0,0.72,0.55,0.195,2.073,1.0715,0.4265,0.5015,9
1250,1,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,11
1251,1,0.73,0.575,0.21,2.069,0.9285,0.409,0.643,11
1252,0,0.51,0.4,0.12,0.7005,0.347,0.1105,0.195,10
1253,1,0.515,0.385,0.11,0.5785,0.253,0.16,0.14,8
1254,0,0.54,0.425,0.16,0.9455,0.3675,0.2005,0.295,9
1255,1,0.555,0.435,0.14,0.7495,0.341,0.1645,0.214,8
1256,1,0.555,0.41,0.125,0.599,0.2345,0.1465,0.194,8
1257,1,0.555,0.4,0.13,0.7075,0.332,0.1585,0.18,7
1258,1,0.555,0.455,0.135,0.837,0.382,0.171,0.235,9
1259,0,0.565,0.445,0.125,0.8305,0.3135,0.1785,0.23,11
1260,1,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,7
1261,1,0.565,0.455,0.155,0.9355,0.421,0.183,0.26,11
1262,1,0.565,0.45,0.16,0.895,0.415,0.195,0.246,9
1263,1,0.57,0.46,0.155,1.0005,0.454,0.205,0.265,11
1264,1,0.57,0.455,0.155,0.832,0.3585,0.174,0.277,11
1265,1,0.57,0.44,0.175,0.9415,0.3805,0.2285,0.283,9
1266,1,0.57,0.415,0.13,0.88,0.4275,0.1955,0.238,13
1267,0,0.57,0.44,0.12,0.803,0.382,0.1525,0.234,9
1268,1,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,9
1269,1,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,9
1270,1,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,10
1271,1,0.575,0.455,0.155,1.013,0.4685,0.2085,0.295,11
1272,1,0.575,0.445,0.145,0.876,0.3795,0.1615,0.27,10
1273,0,0.575,0.465,0.175,1.099,0.4735,0.202,0.35,9
1274,0,0.575,0.43,0.155,0.7955,0.3485,0.1925,0.22,9
1275,1,0.575,0.475,0.145,0.857,0.3665,0.173,0.269,9
1276,0,0.58,0.45,0.195,0.8265,0.4035,0.173,0.225,9
1277,0,0.58,0.5,0.165,0.925,0.37,0.185,0.3005,10
1278,1,0.58,0.44,0.15,1.0465,0.518,0.2185,0.2795,10
1279,1,0.58,0.44,0.16,0.8295,0.3365,0.2005,0.2485,9
1280,1,0.595,0.455,0.15,0.886,0.4315,0.201,0.223,10
1281,0,0.6,0.47,0.135,0.97,0.4655,0.1955,0.264,11
1282,1,0.6,0.46,0.17,1.1805,0.456,0.337,0.329,11
1283,1,0.6,0.475,0.15,0.99,0.386,0.2195,0.3105,10
1284,0,0.6,0.465,0.16,1.133,0.466,0.2885,0.298,11
1285,0,0.605,0.455,0.145,0.862,0.334,0.1985,0.3,9
1286,1,0.605,0.47,0.18,1.1155,0.479,0.2565,0.321,10
1287,1,0.61,0.48,0.14,1.031,0.4375,0.2615,0.27,8
1288,0,0.61,0.46,0.145,1.1185,0.478,0.2945,0.2985,10
1289,0,0.61,0.46,0.155,0.957,0.4255,0.1975,0.265,8
1290,0,0.61,0.47,0.165,1.1785,0.566,0.2785,0.294,11
1291,1,0.615,0.47,0.145,1.0285,0.4435,0.2825,0.285,11
1292,1,0.615,0.47,0.15,1.0875,0.4975,0.283,0.2685,9
1293,0,0.615,0.495,0.16,1.255,0.5815,0.3195,0.3225,12
1294,1,0.615,0.495,0.2,1.219,0.564,0.227,0.3885,10
1295,1,0.62,0.49,0.16,1.035,0.44,0.2525,0.285,11
1296,1,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,9
1297,0,0.62,0.495,0.17,1.062,0.372,0.213,0.34,11
1298,1,0.62,0.495,0.195,1.5145,0.579,0.346,0.5195,15
1299,1,0.62,0.47,0.15,1.309,0.587,0.4405,0.325,9
1300,1,0.62,0.485,0.155,1.0295,0.425,0.2315,0.335,12
1301,1,0.625,0.495,0.155,1.0485,0.487,0.212,0.3215,11
1302,1,0.625,0.515,0.17,1.331,0.5725,0.3005,0.361,9
1303,1,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,10
1304,0,0.625,0.445,0.16,1.09,0.46,0.2965,0.304,11
1305,0,0.625,0.52,0.18,1.354,0.4845,0.351,0.375,11
1306,0,0.625,0.47,0.145,0.984,0.475,0.2,0.265,11
1307,1,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,9
1308,0,0.635,0.485,0.165,1.2695,0.5635,0.3065,0.3395,11
1309,0,0.635,0.52,0.165,1.3405,0.5065,0.296,0.412,11
1310,0,0.635,0.505,0.155,1.2895,0.594,0.314,0.345,11
1311,1,0.635,0.525,0.16,1.195,0.5435,0.246,0.335,12
1312,1,0.635,0.5,0.165,1.273,0.6535,0.213,0.365,12
1313,1,0.635,0.515,0.165,1.229,0.5055,0.2975,0.3535,10
1314,1,0.64,0.53,0.165,1.1895,0.4765,0.3,0.35,11
1315,0,0.64,0.48,0.145,1.1145,0.508,0.24,0.34,10
1316,0,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,10
1317,1,0.64,0.49,0.155,1.1285,0.477,0.269,0.34,9
1318,0,0.64,0.485,0.185,1.4195,0.6735,0.3465,0.3255,11
1319,0,0.645,0.51,0.18,1.6195,0.7815,0.322,0.4675,12
1320,1,0.645,0.49,0.175,1.32,0.6525,0.2375,0.3385,11
1321,0,0.645,0.52,0.21,1.5535,0.616,0.3655,0.474,16
1322,0,0.65,0.51,0.155,1.189,0.483,0.278,0.3645,13
1323,0,0.65,0.51,0.185,1.375,0.531,0.384,0.3985,10
1324,0,0.655,0.515,0.18,1.412,0.6195,0.2485,0.497,11
1325,0,0.655,0.525,0.175,1.348,0.5855,0.2605,0.394,10
1326,1,0.655,0.52,0.17,1.1445,0.53,0.223,0.348,9
1327,0,0.66,0.535,0.205,1.4415,0.5925,0.2775,0.49,10
1328,1,0.66,0.51,0.175,1.218,0.5055,0.303,0.37,11
1329,0,0.665,0.5,0.15,1.2475,0.4625,0.2955,0.3595,10
1330,1,0.665,0.515,0.2,1.2695,0.5115,0.2675,0.436,12
1331,1,0.665,0.525,0.18,1.429,0.6715,0.29,0.4,12
1332,0,0.67,0.53,0.205,1.4015,0.643,0.2465,0.416,12
1333,1,0.675,0.515,0.15,1.312,0.556,0.2845,0.4115,11
1334,0,0.675,0.51,0.185,1.473,0.6295,0.3025,0.4245,11
1335,1,0.68,0.54,0.19,1.623,0.7165,0.354,0.4715,12
1336,1,0.68,0.54,0.155,1.534,0.671,0.379,0.384,10
1337,1,0.685,0.535,0.155,1.3845,0.6615,0.2145,0.4075,10
1338,1,0.69,0.55,0.18,1.6915,0.6655,0.402,0.5,11
1339,1,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,13
1340,0,0.7,0.575,0.205,1.773,0.605,0.447,0.538,13
1341,1,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,12
1342,1,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,13
1343,0,0.705,0.535,0.22,1.866,0.929,0.3835,0.4395,10
1344,0,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,12
1345,1,0.72,0.565,0.19,2.081,1.0815,0.4305,0.503,11
1346,0,0.725,0.57,0.205,1.6195,0.744,0.315,0.488,11
1347,0,0.75,0.55,0.195,1.8325,0.83,0.366,0.44,11
1348,1,0.76,0.605,0.215,2.173,0.801,0.4915,0.646,13
1349,1,0.45,0.33,0.105,0.4955,0.2575,0.082,0.129,8
1350,1,0.47,0.365,0.135,0.522,0.2395,0.1525,0.145,10
1351,1,0.505,0.39,0.12,0.653,0.3315,0.1385,0.167,9
1352,1,0.505,0.395,0.135,0.5915,0.288,0.1315,0.185,12
1353,1,0.505,0.385,0.115,0.4825,0.21,0.1035,0.1535,10
1354,1,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,9
1355,1,0.525,0.41,0.13,0.6875,0.3435,0.1495,0.1765,9
1356,0,0.53,0.43,0.15,0.741,0.325,0.1855,0.196,9
1357,0,0.53,0.405,0.13,0.6355,0.2635,0.1565,0.185,9
1358,1,0.545,0.44,0.14,0.8395,0.356,0.1905,0.2385,11
1359,0,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,10
1360,0,0.56,0.41,0.16,0.8215,0.342,0.184,0.253,9
1361,1,0.565,0.445,0.145,0.9255,0.4345,0.212,0.2475,9
1362,0,0.57,0.435,0.15,0.8295,0.3875,0.156,0.245,10
1363,1,0.58,0.46,0.16,1.063,0.513,0.2705,0.2625,9
1364,1,0.59,0.465,0.165,1.115,0.5165,0.273,0.275,10
1365,0,0.6,0.45,0.14,0.837,0.37,0.177,0.2425,10
1366,1,0.605,0.445,0.14,0.982,0.4295,0.2085,0.295,12
1367,1,0.61,0.49,0.16,1.112,0.465,0.228,0.341,10
1368,0,0.625,0.515,0.18,1.3485,0.5255,0.252,0.3925,14
1369,1,0.66,0.515,0.195,1.5655,0.7345,0.353,0.386,9
1370,0,0.4,0.305,0.16,0.368,0.173,0.0705,0.105,7
1371,1,0.45,0.35,0.13,0.4655,0.2075,0.1045,0.135,8
1372,0,0.455,0.355,1.13,0.594,0.332,0.116,0.1335,8
1373,1,0.46,0.345,0.12,0.4935,0.2435,0.1175,0.132,8
1374,1,0.46,0.345,0.11,0.4595,0.235,0.0885,0.116,7
1375,1,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,7
1376,0,0.475,0.38,0.14,0.689,0.3165,0.1315,0.1955,7
1377,1,0.485,0.39,0.135,0.617,0.25,0.1345,0.1635,8
1378,1,0.5,0.39,0.135,0.7815,0.361,0.1575,0.2385,9
1379,0,0.5,0.38,0.14,0.6355,0.277,0.143,0.1785,8
1380,1,0.505,0.385,0.13,0.6435,0.3135,0.149,0.1515,7
1381,1,0.525,0.385,0.1,0.5115,0.246,0.1005,0.1455,8
1382,1,0.535,0.42,0.125,0.738,0.355,0.1895,0.1795,8
1383,0,0.535,0.42,0.13,0.699,0.3125,0.1565,0.2035,8
1384,0,0.54,0.385,0.14,0.7655,0.3265,0.116,0.2365,10
1385,0,0.54,0.42,0.13,0.7505,0.368,0.1675,0.1845,9
1386,0,0.545,0.43,0.16,0.844,0.3945,0.1855,0.231,9
1387,1,0.55,0.41,0.13,0.8705,0.4455,0.2115,0.213,9
1388,0,0.565,0.44,0.135,0.83,0.393,0.1735,0.238,9
1389,1,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,8
1390,0,0.58,0.435,0.15,0.839,0.3485,0.207,0.192,7
1391,0,0.585,0.485,0.15,1.079,0.4145,0.2115,0.356,11
1392,1,0.595,0.465,0.15,0.919,0.4335,0.1765,0.262,9
1393,0,0.6,0.47,0.19,1.1345,0.492,0.2595,0.3375,10
1394,0,0.61,0.43,0.14,0.909,0.438,0.2,0.22,8
1395,1,0.61,0.48,0.165,1.2435,0.5575,0.2675,0.372,8
1396,0,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,9
1397,1,0.645,0.495,0.15,1.2095,0.603,0.2225,0.339,9
1398,1,0.65,0.5,0.14,1.238,0.6165,0.2355,0.32,8
1399,0,0.665,0.525,0.21,1.644,0.818,0.3395,0.4275,10
1400,1,0.685,0.55,0.2,1.7725,0.813,0.387,0.49,11
1401,0,0.69,0.54,0.195,1.2525,0.73,0.3975,0.462,12
1402,0,0.705,0.57,0.185,1.761,0.747,0.3725,0.488,10
1403,0,0.71,0.5,0.15,1.3165,0.6835,0.2815,0.28,10
1404,1,0.72,0.585,0.22,1.914,0.9155,0.448,0.479,11
1405,0,0.72,0.575,0.215,2.1,0.8565,0.4825,0.602,12
1406,0,0.73,0.555,0.18,1.6895,0.6555,0.1965,0.4935,10
1407,1,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,17
1408,0,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,8
1409,1,0.53,0.425,0.13,0.7455,0.2995,0.1355,0.245,10
1410,0,0.505,0.385,0.115,0.616,0.243,0.1075,0.21,11
1411,1,0.415,0.3,0.1,0.3355,0.1545,0.0685,0.095,7
1412,1,0.5,0.39,0.145,0.651,0.273,0.132,0.22,11
1413,1,0.425,0.33,0.08,0.361,0.134,0.0825,0.125,7
1414,1,0.47,0.35,0.1,0.4775,0.1885,0.0885,0.175,8
1415,0,0.4,0.31,0.115,0.3465,0.1475,0.0695,0.115,10
1416,1,0.5,0.38,0.155,0.66,0.2655,0.1365,0.215,19
1417,1,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,9
1418,0,0.49,0.385,0.125,0.5395,0.2175,0.128,0.165,11
1419,1,0.585,0.48,0.185,1.04,0.434,0.265,0.285,10
1420,1,0.595,0.455,0.155,1.041,0.416,0.2105,0.365,14
1421,0,0.675,0.55,0.18,1.6885,0.562,0.3705,0.6,15
1422,1,0.665,0.535,0.225,2.1835,0.7535,0.391,0.885,27
1423,1,0.62,0.49,0.17,1.2105,0.5185,0.2555,0.335,13
1424,1,0.525,0.405,0.13,0.7185,0.3265,0.1975,0.175,8
1425,0,0.375,0.29,0.08,0.282,0.1405,0.0725,0.08,7
1426,0,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,8
1427,1,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,7
1428,0,0.435,0.35,0.12,0.4585,0.192,0.1,0.13,11
1429,0,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,6
1430,1,0.385,0.295,0.095,0.335,0.147,0.094,0.09,7
1431,1,0.47,0.375,0.115,0.4265,0.1685,0.0755,0.15,8
1432,0,0.5,0.4,0.125,0.5765,0.2395,0.126,0.185,10
1433,1,0.62,0.51,0.175,1.1505,0.4375,0.2265,0.4,12
1434,1,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,12
1435,1,0.585,0.455,0.14,0.97,0.462,0.185,0.295,9
1436,1,0.32,0.24,0.08,0.18,0.08,0.0385,0.055,6
1437,0,0.52,0.41,0.125,0.6985,0.2945,0.1625,0.215,10
1438,1,0.44,0.35,0.11,0.4585,0.2,0.0885,0.13,9
1439,0,0.44,0.33,0.115,0.4005,0.143,0.113,0.12,8
1440,1,0.565,0.425,0.1,0.7145,0.3055,0.166,0.18,12
1441,0,0.56,0.425,0.125,0.932,0.361,0.213,0.335,9
1442,0,0.59,0.455,0.175,0.966,0.391,0.2455,0.31,10
1443,0,0.57,0.465,0.18,0.9995,0.405,0.277,0.295,16
1444,1,0.68,0.53,0.205,1.496,0.5825,0.337,0.465,14
1445,0,0.45,0.36,0.125,0.5065,0.222,0.105,0.16,10
1446,1,0.47,0.37,0.105,0.4665,0.2025,0.1015,0.155,10
1447,1,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,9
1448,0,0.415,0.325,0.115,0.3455,0.1405,0.0765,0.11,9
1449,1,0.465,0.35,0.12,0.5205,0.2015,0.1625,0.185,11
1450,1,0.46,0.375,0.135,0.4935,0.186,0.0845,0.17,12
1451,1,0.415,0.31,0.09,0.3245,0.1305,0.0735,0.115,8
1452,1,0.27,0.195,0.07,0.106,0.0465,0.018,0.036,7
1453,1,0.445,0.355,0.11,0.4415,0.1805,0.1035,0.1505,10
1454,0,0.745,0.585,0.19,1.966,0.8435,0.437,0.5855,18
1455,0,0.4,0.3,0.115,0.3025,0.1335,0.0465,0.0935,8
1456,1,0.55,0.44,0.135,0.879,0.368,0.2095,0.265,10
1457,1,0.58,0.46,0.165,1.2275,0.473,0.1965,0.435,16
1458,1,0.61,0.5,0.165,1.2715,0.4915,0.185,0.49,12
1459,1,0.62,0.495,0.175,1.806,0.643,0.3285,0.725,17
1460,1,0.56,0.42,0.195,0.8085,0.3025,0.1795,0.285,14
1461,0,0.64,0.51,0.2,1.3905,0.61,0.3315,0.41,12
1462,1,0.69,0.55,0.2,1.8465,0.732,0.472,0.57,19
1463,0,0.715,0.565,0.24,2.1995,0.7245,0.465,0.885,17
1464,0,0.71,0.565,0.195,1.817,0.785,0.492,0.49,11
1465,0,0.55,0.47,0.15,0.897,0.377,0.184,0.29,9
1466,1,0.375,0.305,0.09,0.3245,0.1395,0.0565,0.095,5
1467,0,0.61,0.45,0.16,1.136,0.414,0.311,0.3,9
1468,0,0.37,0.275,0.085,0.2405,0.104,0.0535,0.07,5
1469,1,0.335,0.235,0.085,0.1545,0.066,0.0345,0.045,6
1470,1,0.285,0.21,0.075,0.1185,0.055,0.0285,0.04,7
1471,1,0.595,0.465,0.125,0.799,0.3245,0.2,0.23,10
1472,0,0.645,0.5,0.17,1.1845,0.4805,0.274,0.355,13
1473,1,0.575,0.45,0.185,0.925,0.342,0.197,0.35,12
1474,0,0.57,0.45,0.17,1.098,0.414,0.187,0.405,20
1475,0,0.58,0.45,0.235,1.071,0.3,0.206,0.395,14
1476,0,0.595,0.48,0.2,0.975,0.358,0.2035,0.34,15
1477,0,0.595,0.47,0.25,1.283,0.462,0.2475,0.445,14
1478,0,0.625,0.42,0.165,1.0595,0.358,0.165,0.445,21
1479,1,0.535,0.42,0.165,0.9195,0.3355,0.1985,0.26,16
1480,1,0.55,0.43,0.16,0.9295,0.317,0.1735,0.355,13
1481,1,0.495,0.4,0.155,0.8085,0.2345,0.1155,0.35,6
1482,1,0.445,0.34,0.12,0.4475,0.193,0.1035,0.13,9
1483,0,0.52,0.4,0.125,0.6865,0.295,0.1715,0.185,9
1484,1,0.495,0.385,0.135,0.6335,0.2,0.1225,0.26,14
1485,1,0.47,0.37,0.135,0.547,0.222,0.1325,0.17,12
1486,0,0.49,0.37,0.14,0.585,0.243,0.115,0.195,10
1487,1,0.58,0.47,0.165,0.927,0.3215,0.1985,0.315,11
1488,1,0.645,0.495,0.185,1.4935,0.5265,0.2785,0.455,15
1489,0,0.575,0.485,0.165,1.0405,0.419,0.264,0.3,14
1490,0,0.68,0.55,0.2,1.596,0.525,0.4075,0.585,21
1491,0,0.65,0.515,0.195,1.4005,0.5195,0.36,0.44,13
1492,0,0.645,0.49,0.215,1.406,0.4265,0.2285,0.51,25
1493,1,0.57,0.405,0.16,0.9245,0.3445,0.2185,0.295,19
1494,1,0.615,0.48,0.19,1.36,0.5305,0.2375,0.47,18
1495,1,0.42,0.345,0.105,0.43,0.175,0.096,0.13,7
1496,0,0.29,0.225,0.075,0.14,0.0515,0.0235,0.04,5
1497,1,0.42,0.34,0.115,0.4215,0.175,0.093,0.135,8
1498,0,0.625,0.525,0.215,1.5765,0.5115,0.2595,0.665,16
1499,0,0.55,0.465,0.18,1.2125,0.3245,0.205,0.525,27
1500,1,0.66,0.505,0.2,1.6305,0.4865,0.297,0.61,18
1501,1,0.565,0.47,0.195,1.142,0.387,0.258,0.35,17
1502,0,0.595,0.495,0.235,1.366,0.5065,0.219,0.52,13
1503,1,0.63,0.51,0.23,1.539,0.5635,0.2815,0.57,17
1504,0,0.43,0.325,0.12,0.445,0.165,0.0995,0.155,8
1505,0,0.455,0.35,0.14,0.5725,0.1965,0.1325,0.175,10
1506,0,0.515,0.415,0.13,0.764,0.276,0.196,0.25,13
1507,1,0.495,0.39,0.15,0.853,0.3285,0.189,0.27,14
1508,0,0.485,0.375,0.145,0.5885,0.2385,0.1155,0.19,13
1509,0,0.535,0.46,0.145,0.7875,0.3395,0.2005,0.2,8
1510,1,0.58,0.465,0.175,1.035,0.401,0.1865,0.385,17
1511,0,0.625,0.525,0.195,1.352,0.4505,0.2445,0.53,13
1512,0,0.555,0.455,0.18,0.958,0.296,0.195,0.39,14
1513,0,0.55,0.425,0.145,0.797,0.297,0.15,0.265,9
1514,1,0.59,0.475,0.155,0.857,0.356,0.174,0.28,13
1515,0,0.505,0.39,0.175,0.692,0.267,0.15,0.215,12
1516,1,0.37,0.28,0.095,0.2225,0.0805,0.051,0.075,7
1517,1,0.555,0.43,0.165,0.7575,0.2735,0.1635,0.275,13
1518,0,0.505,0.4,0.165,0.729,0.2675,0.155,0.25,9
1519,0,0.56,0.445,0.18,0.903,0.3575,0.2045,0.295,9
1520,1,0.595,0.475,0.17,1.0965,0.419,0.229,0.35,17
1521,0,0.57,0.45,0.165,0.903,0.3305,0.1845,0.295,14
1522,1,0.6,0.48,0.175,1.229,0.4125,0.2735,0.415,13
1523,0,0.56,0.435,0.185,1.106,0.422,0.2435,0.33,15
1524,1,0.585,0.465,0.19,1.171,0.3905,0.2355,0.4,17
1525,0,0.46,0.36,0.115,0.4755,0.2105,0.105,0.16,8
1526,1,0.415,0.315,0.125,0.388,0.068,0.09,0.125,12
1527,0,0.435,0.32,0.12,0.3785,0.152,0.0915,0.125,11
1528,0,0.475,0.38,0.135,0.486,0.1735,0.07,0.185,7
1529,1,0.465,0.36,0.13,0.5265,0.2105,0.1185,0.165,10
1530,1,0.46,0.375,0.14,0.5105,0.192,0.1045,0.205,9
1531,0,0.38,0.325,0.11,0.3105,0.12,0.074,0.105,10
1532,0,0.47,0.365,0.12,0.543,0.2295,0.1495,0.15,9
1533,1,0.36,0.27,0.09,0.2225,0.083,0.053,0.075,6
1534,0,0.585,0.455,0.165,0.998,0.345,0.2495,0.315,12
1535,1,0.655,0.59,0.2,1.5455,0.654,0.3765,0.415,11
1536,1,0.6,0.485,0.175,1.2675,0.4995,0.2815,0.38,13
1537,0,0.57,0.46,0.17,1.1,0.4125,0.2205,0.38,14
1538,0,0.645,0.5,0.2,1.4285,0.639,0.305,0.36,11
1539,1,0.65,0.495,0.18,1.793,0.8005,0.339,0.53,14
1540,1,0.51,0.395,0.145,0.6185,0.216,0.1385,0.24,12
1541,1,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,8
1542,1,0.495,0.415,0.165,0.7485,0.264,0.134,0.285,13
1543,1,0.43,0.335,0.115,0.406,0.166,0.0935,0.135,8
1544,0,0.59,0.465,0.16,1.1005,0.506,0.2525,0.295,13
1545,1,0.55,0.46,0.175,0.869,0.3155,0.1825,0.32,10
1546,1,0.585,0.43,0.16,0.955,0.3625,0.176,0.27,11
1547,0,0.58,0.455,0.16,0.9215,0.312,0.196,0.3,17
1548,0,0.62,0.51,0.15,1.456,0.581,0.2875,0.32,13
